PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,FamilySize,IsAlone,Deck,Title,AgeGroup,TravelPurpose,Survived
1289,1,"Khan, Mr. David David",male,31.5,1,1,MPKAM8C,75.54,,S,Italy,Clerk,3,0,Unknown,Mr,Adult,Business,0
1290,3,"Khan, Dr. Emma Mary",female,8.6,2,0,U0DHVSD,16.24,,C,India,Businessman,3,0,Unknown,Dr,Child,Business,0
1291,2,"Murphy, Dr. Anna James",male,42.7,2,2,TRRG62T,15.28,E20,C,Italy,Teacher,5,0,E,Dr,Adult,Vacation,0
1292,3,"Brown, Mr. James Ali",male,28.1,3,2,847GPWO,5.75,,S,Italy,Clerk,6,0,Unknown,Mr,Adult,Family Visit,0
1293,3,"Martin, Miss. Ali Emma",female,44.6,3,2,92HXI18,27.38,,S,Germany,Clerk,6,0,Unknown,Miss,Adult,Business,0
1294,3,"Murphy, Mrs. Raj James",female,27.7,1,2,EM001EE,18.51,,C,Sweden,Engineer,4,0,Unknown,Mrs,Adult,Business,1
1295,1,"Khan, Dr. Anna James",male,47.4,1,0,ADMKP3U,64.5,E91,S,France,Seamstress,2,0,E,Dr,Adult,Immigration,0
1296,3,"Martin, Mrs. John Raj",female,43.9,2,2,X6ONGEC,9.77,,S,Ireland,Engineer,5,0,Unknown,Mrs,Adult,Vacation,1
1297,3,"Garcia, Mr. Raj Mary",male,31.2,3,1,9YFPD70,5.31,,S,Sweden,Seamstress,5,0,Unknown,Mr,Adult,Business,1
1298,1,"Lee, Miss. Anna Emma",female,8.9,1,0,TGFJDII,75.83,,S,India,Labourer,2,0,C,Miss,Child,Business,1
1299,2,"Murphy, Master. David David",male,29.2,0,1,T1H3NYD,69.91,,S,Finland,Doctor,2,0,E,Master,Adult,Vacation,0
1300,3,"Johnson, Mrs. Mary Mary",female,35.8,3,1,YQINSSX,5.2,,C,England,Nurse,5,0,Unknown,Mrs,Adult,Business,0
1301,3,"Smith, Mr. Raj Raj",male,22.4,1,2,MZ9B8UD,30.85,,S,France,Merchant,4,0,Unknown,Mr,Adult,Immigration,0
1302,3,"Martin, Miss. John Anna",female,37.7,1,1,VE4ZYX1,30.06,,C,USA,Labourer,3,0,Unknown,Miss,Adult,Vacation,1
1303,2,"Khan, Master. Ali James",male,25.4,0,1,KOQ9FAV,30.27,G5,Q,Ireland,Engineer,2,0,G,Master,Adult,Family Visit,1
1304,2,"Murphy, Dr. David Mary",male,19.8,2,2,IV68C5S,16.62,A13,S,Ireland,Seamstress,5,0,A,Dr,Teen,Business,1
1305,3,"Lee, Master. Raj James",male,15.6,1,0,5RBWLHG,33.43,,S,USA,Merchant,2,0,Unknown,Master,Teen,Business,0
1306,3,"Johnson, Miss. Ali Mary",female,46.5,0,2,RNKFE9I,11.41,,S,USA,Clerk,3,0,Unknown,Miss,Adult,Immigration,1
1307,2,"Khan, Mrs. Ali John",female,18.0,1,1,CV8JKHO,39.07,,C,India,Labourer,3,0,G,Mrs,Teen,Immigration,0
1308,1,"Lee, Miss. Emma Mary",female,13.4,3,0,YTYQZB6,76.75,B87,S,Lebanon,Nurse,4,0,B,Miss,Teen,Vacation,0
1309,1,"Brown, Mr. Emma David",male,27.0,1,0,SINZLYA,190.8,B67,C,USA,Teacher,2,0,B,Mr,Adult,Family Visit,1
1310,3,"Singh, Mrs. Anna John",female,44.4,1,2,KXX83DO,16.79,,S,England,Engineer,4,0,Unknown,Mrs,Adult,Family Visit,0
1311,1,"Patel, Dr. Ali Raj",female,23.8,3,2,ULNNIB9,137.54,A19,S,India,Teacher,6,0,A,Dr,Adult,Immigration,1
1312,3,"Singh, Dr. James John",female,28.9,2,2,BL4ATYL,8.9,,Q,India,Businessman,5,0,Unknown,Dr,Adult,Immigration,0
1313,3,"Garcia, Dr. David Raj",male,21.2,3,0,54PX2JU,22.61,,S,Italy,Businessman,4,0,Unknown,Dr,Adult,Vacation,0
1314,2,"Smith, Mrs. Emma Raj",female,22.7,1,0,TIYQ61E,67.71,,S,Lebanon,Teacher,2,0,C,Mrs,Adult,Vacation,0
1315,3,"Martin, Dr. Ali Mary",male,39.7,1,2,4PWZPJS,17.98,,S,Sweden,Clerk,4,0,Unknown,Dr,Adult,Immigration,0
1316,3,"Johnson, Miss. Mary John",female,23.4,0,1,E9WD85W,22.57,,S,Sweden,Engineer,2,0,Unknown,Miss,Adult,Vacation,0
1317,1,"Brown, Mr. Mary Mary",male,36.0,3,2,0K7L0SI,185.11,G6,S,Italy,Merchant,6,0,G,Mr,Adult,Business,0
1318,2,"Garcia, Mrs. Raj David",female,32.3,2,2,6F2ZSX1,15.53,G107,S,Sweden,Teacher,5,0,G,Mrs,Adult,Immigration,1
1319,1,"Murphy, Mr. David James",male,32.0,0,0,II9D0DX,168.52,E9,S,USA,Teacher,1,1,E,Mr,Adult,Business,0
1320,3,"Garcia, Dr. David Raj",female,26.4,1,0,EQ3WPXZ,27.25,,S,England,Clerk,2,0,Unknown,Dr,Adult,Vacation,1
1321,1,"Lee, Dr. Ali David",female,6.4,0,2,7Z1ZPNZ,164.4,,S,England,Engineer,3,0,D,Dr,Child,Vacation,0
1322,2,"Singh, Mr. Mary Mary",male,37.7,1,1,0HZNCQD,47.41,F83,S,Lebanon,Clerk,3,0,F,Mr,Adult,Immigration,0
1323,3,"Lee, Mrs. Anna John",female,27.6,2,1,FVPPZHQ,14.93,,C,Germany,Merchant,4,0,Unknown,Mrs,Adult,Family Visit,1
1324,3,"Martin, Dr. David Emma",female,49.4,0,2,QF4K57E,36.55,,S,USA,Clerk,3,0,Unknown,Dr,Adult,Vacation,1
1325,1,"Patel, Dr. Mary Raj",female,28.7,3,0,PQ5N3AE,79.94,,S,Finland,Student,4,0,F,Dr,Adult,Immigration,1
1326,1,"Johnson, Mr. David Ali",male,14.9,2,2,02HXS48,199.05,B54,S,India,Businessman,5,0,B,Mr,Teen,Immigration,1
1327,2,"Patel, Master. David David",male,23.2,1,2,2M7E0FT,25.5,F34,C,France,Businessman,4,0,F,Master,Adult,Immigration,0
1328,2,"Murphy, Dr. Anna James",female,38.7,2,1,NRI053G,21.58,G75,Q,Finland,Teacher,4,0,G,Dr,Adult,Family Visit,0
1329,3,"Khan, Mr. Ali Mary",male,27.5,0,1,MTLO8QT,6.75,,Q,Ireland,Doctor,2,0,Unknown,Mr,Adult,Business,0
1330,3,"Brown, Master. Mary David",male,41.0,3,0,ZT2MC5H,13.82,,C,Germany,Businessman,4,0,Unknown,Master,Adult,Business,1
1331,3,"Murphy, Master. Anna James",male,46.7,2,0,AIA88I0,25.34,,S,France,Engineer,3,0,Unknown,Master,Adult,Family Visit,0
1332,3,"Murphy, Dr. Emma Emma",male,33.1,3,2,JB7SH4B,17.08,,C,England,Seamstress,6,0,Unknown,Dr,Adult,Vacation,1
1333,3,"Singh, Mrs. Ali John",female,36.7,1,0,KM2ADW9,9.53,,S,India,Engineer,2,0,Unknown,Mrs,Adult,Immigration,0
1334,1,"Lee, Master. James Mary",male,52.1,2,0,5W2614Y,187.63,,S,Ireland,Teacher,3,0,E,Master,Adult,Immigration,1
1335,2,"Garcia, Miss. Ali Emma",female,32.3,1,0,OHWV99E,65.8,,C,Ireland,Nurse,2,0,Unknown,Miss,Adult,Family Visit,1
1336,3,"Garcia, Dr. John Anna",female,39.0,3,0,4JOD8W6,24.36,,Q,England,Businessman,4,0,Unknown,Dr,Adult,Vacation,1
1337,2,"Johnson, Dr. John Ali",female,27.4,0,1,Z6E7FLN,52.52,,Q,Ireland,Student,2,0,D,Dr,Adult,Family Visit,1
1338,1,"Murphy, Dr. Raj Ali",male,29.3,3,0,Y6YDLVV,181.02,,C,Sweden,Nurse,4,0,Unknown,Dr,Adult,Business,1
1339,1,"Singh, Mr. James James",male,6.0,3,2,CL19W2A,120.22,A38,C,Sweden,Clerk,6,0,A,Mr,Child,Immigration,1
1340,3,"Johnson, Dr. Emma Raj",female,52.0,0,0,1E5E025,8.71,,S,India,Nurse,1,1,Unknown,Dr,Adult,Business,1
1341,3,"Garcia, Dr. Raj Emma",male,5.3,1,0,Q7EUGEM,33.38,,Q,Lebanon,Doctor,2,0,Unknown,Dr,Child,Immigration,0
1342,2,"Murphy, Master. Emma Emma",male,34.2,3,0,HHG8E8L,47.07,,S,Italy,Seamstress,4,0,Unknown,Master,Adult,Vacation,0
1343,3,"Brown, Mr. Mary Anna",male,21.8,0,0,BQ49T36,17.0,,Q,Sweden,Engineer,1,1,Unknown,Mr,Adult,Immigration,0
1344,1,"Patel, Dr. Emma Ali",male,55.8,2,2,7XFW3I8,100.3,A136,S,Ireland,Labourer,5,0,A,Dr,Adult,Business,1
1345,1,"Murphy, Dr. Emma Raj",female,29.1,1,0,73UG6KY,97.12,,S,Finland,Seamstress,2,0,E,Dr,Adult,Family Visit,1
1346,3,"Patel, Miss. James Mary",female,38.2,1,1,6BX82XE,16.92,,S,Italy,Labourer,3,0,Unknown,Miss,Adult,Family Visit,1
1347,3,"Khan, Master. James Ali",male,40.4,2,2,E63OFWD,11.11,,S,England,Seamstress,5,0,Unknown,Master,Adult,Family Visit,1
1348,3,"Lee, Mrs. Raj John",female,26.8,3,2,10Y0SD2,6.15,,S,Sweden,Businessman,6,0,Unknown,Mrs,Adult,Immigration,1
1349,1,"Smith, Dr. Emma Raj",male,38.0,2,0,DV1EGNX,186.0,B36,S,India,Teacher,3,0,B,Dr,Adult,Vacation,1
1350,2,"Lee, Miss. Ali John",female,27.0,1,1,3YP18RV,69.31,,S,Ireland,Engineer,3,0,F,Miss,Adult,Family Visit,1
1351,2,"Khan, Miss. Mary Anna",female,16.4,2,0,8SAHU3W,78.35,A62,S,England,Merchant,3,0,A,Miss,Teen,Vacation,1
1352,3,"Garcia, Dr. Mary Raj",male,34.8,3,2,J29PXHX,38.12,,S,Finland,Doctor,6,0,Unknown,Dr,Adult,Family Visit,0
1353,2,"Lee, Mrs. Emma James",female,54.3,1,0,LQN268I,53.11,,S,Lebanon,Engineer,2,0,B,Mrs,Adult,Family Visit,1
1354,3,"Smith, Master. James David",male,24.5,0,2,ST5CM9S,25.99,,S,Ireland,Nurse,3,0,Unknown,Master,Adult,Business,0
1355,1,"Murphy, Mrs. Emma Anna",female,56.3,1,0,GWORS9B,135.66,,S,Lebanon,Merchant,2,0,Unknown,Mrs,Adult,Family Visit,1
1356,3,"Patel, Miss. David James",female,42.1,3,0,DY5AJJ8,35.13,,S,Italy,Teacher,4,0,Unknown,Miss,Adult,Family Visit,0
1357,3,"Brown, Dr. James James",male,19.1,0,0,MXKW3J7,5.13,,Q,Germany,Clerk,1,1,Unknown,Dr,Teen,Family Visit,0
1358,3,"Garcia, Mr. Raj Anna",male,48.6,1,2,O4GFSYH,27.75,,C,Lebanon,Nurse,4,0,Unknown,Mr,Adult,Immigration,0
1359,1,"Khan, Master. John Anna",male,32.5,1,2,FLZIUZZ,101.48,E13,S,India,Clerk,4,0,E,Master,Adult,Immigration,0
1360,3,"Singh, Dr. Emma Ali",female,17.4,1,1,5AL6SGZ,17.88,,C,Germany,Engineer,3,0,Unknown,Dr,Teen,Business,0
1361,3,"Garcia, Miss. David Emma",female,36.4,3,0,K3WZ0D4,20.61,,C,Germany,Labourer,4,0,Unknown,Miss,Adult,Business,1
1362,3,"Smith, Dr. James Mary",female,33.4,0,2,C1JET7C,19.24,,C,Lebanon,Clerk,3,0,Unknown,Dr,Adult,Vacation,1
1363,3,"Smith, Dr. Mary Mary",male,52.0,1,2,8PE233E,18.25,,S,England,Doctor,4,0,Unknown,Dr,Adult,Immigration,0
1364,2,"Brown, Mr. Ali Anna",male,48.2,1,0,4T0TNO8,55.09,,S,Finland,Seamstress,2,0,Unknown,Mr,Adult,Family Visit,1
1365,2,"Smith, Master. Ali John",male,20.7,0,1,GJXYKT3,37.66,,C,Lebanon,Doctor,2,0,F,Master,Adult,Vacation,0
1366,3,"Johnson, Dr. Raj Raj",male,28.6,1,1,88AWWL6,38.99,,S,Germany,Businessman,3,0,Unknown,Dr,Adult,Family Visit,0
1367,3,"Martin, Dr. Raj David",female,23.9,2,2,OUDT8KO,9.25,,S,Germany,Teacher,5,0,Unknown,Dr,Adult,Business,0
1368,3,"Khan, Mr. Raj Anna",male,21.3,2,2,Q0H6DW0,37.04,,Q,France,Student,5,0,Unknown,Mr,Adult,Immigration,0
1369,3,"Murphy, Mr. David John",male,17.9,0,0,DMBOI8L,22.9,,S,Lebanon,Seamstress,1,1,Unknown,Mr,Teen,Family Visit,0
1370,3,"Murphy, Dr. David Emma",female,2.8,1,0,V46N48N,36.28,,S,Sweden,Teacher,2,0,Unknown,Dr,Child,Business,0
1371,2,"Patel, Mr. Emma Ali",male,28.5,0,2,F49NIUO,47.21,A85,S,Lebanon,Seamstress,3,0,A,Mr,Adult,Immigration,0
1372,3,"Martin, Dr. John David",female,35.4,1,2,CSD7MCX,26.27,,S,India,Student,4,0,Unknown,Dr,Adult,Family Visit,0
1373,3,"Lee, Mrs. Anna Emma",female,38.1,3,1,NKOB74W,39.5,,S,USA,Doctor,5,0,Unknown,Mrs,Adult,Business,0
1374,1,"Khan, Dr. John Mary",male,58.8,0,1,NX1XFIM,165.81,,S,USA,Doctor,2,0,Unknown,Dr,Adult,Immigration,1
1375,1,"Brown, Mr. David Ali",male,43.1,1,1,O3R2443,86.9,C132,S,Lebanon,Merchant,3,0,C,Mr,Adult,Vacation,0
1376,1,"Patel, Dr. Emma Mary",male,39.8,0,1,WKGER28,155.7,C107,S,Lebanon,Doctor,2,0,C,Dr,Adult,Business,0
1377,1,"Brown, Miss. David Mary",female,26.2,1,0,1QQA9U4,180.91,,S,Germany,Businessman,2,0,B,Miss,Adult,Family Visit,1
1378,2,"Singh, Dr. Raj Mary",male,29.0,0,0,OHV862E,57.37,,S,England,Seamstress,1,1,B,Dr,Adult,Vacation,1
1379,3,"Brown, Mr. John Emma",male,29.2,2,2,YQFJS4O,37.69,,S,France,Merchant,5,0,Unknown,Mr,Adult,Immigration,0
1380,3,"Smith, Mrs. Raj Raj",female,9.3,2,1,4I6YD2D,20.28,,S,Finland,Engineer,4,0,Unknown,Mrs,Child,Immigration,1
1381,3,"Patel, Master. Ali Raj",male,31.0,2,0,4FPY64Y,25.36,,S,USA,Seamstress,3,0,Unknown,Master,Adult,Vacation,0
1382,3,"Lee, Miss. Mary Anna",female,22.0,0,1,FUY3Z7F,9.05,,C,India,Clerk,2,0,Unknown,Miss,Adult,Business,1
1383,3,"Martin, Dr. Mary James",male,19.2,1,2,MUIU72M,14.72,,S,Italy,Nurse,4,0,Unknown,Dr,Teen,Immigration,0
1384,3,"Smith, Master. John Ali",male,24.3,3,1,DNQUQGO,26.9,,S,Sweden,Merchant,5,0,Unknown,Master,Adult,Immigration,0
1385,3,"Murphy, Dr. Mary John",male,60.6,0,2,LXLAR6W,19.99,,S,Lebanon,Businessman,3,0,Unknown,Dr,Senior,Immigration,0
1386,3,"Singh, Master. Emma David",male,43.0,2,2,5GR28P9,35.41,,Q,Ireland,Merchant,5,0,Unknown,Master,Adult,Business,0
1387,1,"Brown, Mrs. Emma Raj",female,20.0,3,2,M8J268W,54.56,F30,S,Germany,Businessman,6,0,F,Mrs,Adult,Immigration,0
1388,3,"Smith, Dr. David John",female,11.2,3,0,T3FWLD6,38.6,,S,India,Clerk,4,0,Unknown,Dr,Child,Vacation,1
1389,2,"Johnson, Dr. John Ali",male,20.4,0,1,OMXNAW1,73.41,,S,Sweden,Labourer,2,0,B,Dr,Adult,Family Visit,1
1390,2,"Martin, Dr. Emma Emma",male,24.5,0,1,2ZNGY3L,53.1,F99,C,USA,Clerk,2,0,F,Dr,Adult,Vacation,0
1391,1,"Murphy, Dr. Ali James",female,23.5,0,0,RHM2XRS,130.43,F96,S,Ireland,Seamstress,1,1,F,Dr,Adult,Family Visit,1
1392,3,"Johnson, Dr. Mary Ali",female,18.2,1,2,1791SGQ,15.23,,S,France,Merchant,4,0,Unknown,Dr,Teen,Vacation,1
1393,3,"Garcia, Mr. Raj Anna",male,30.2,1,1,M7WBLC0,25.61,,S,USA,Doctor,3,0,Unknown,Mr,Adult,Family Visit,0
1394,3,"Martin, Mr. Raj David",male,17.2,2,1,H9AQXXR,37.15,,S,Germany,Seamstress,4,0,Unknown,Mr,Teen,Family Visit,1
1395,3,"Smith, Miss. Mary Ali",female,60.1,2,2,S4EQHU9,12.24,,C,India,Clerk,5,0,Unknown,Miss,Senior,Family Visit,1
1396,3,"Johnson, Miss. David Mary",female,36.9,1,0,9VMCUJ4,14.5,,S,India,Doctor,2,0,Unknown,Miss,Adult,Immigration,1
1397,3,"Murphy, Dr. Emma Anna",male,20.4,0,0,R0YUU9F,5.74,,S,Germany,Seamstress,1,1,Unknown,Dr,Adult,Family Visit,0
1398,2,"Singh, Dr. Mary John",female,37.3,2,1,FQB3VYK,18.97,,S,USA,Clerk,4,0,F,Dr,Adult,Business,1
1399,3,"Khan, Dr. Emma James",male,36.6,1,2,52BH6B6,26.8,,S,England,Businessman,4,0,Unknown,Dr,Adult,Vacation,0
1400,3,"Lee, Mr. Raj Mary",male,46.7,2,1,549BEMN,33.12,,S,USA,Nurse,4,0,Unknown,Mr,Adult,Vacation,0
1401,2,"Patel, Dr. Raj Anna",female,46.9,3,0,VOOU5BR,19.65,A114,S,Finland,Seamstress,4,0,A,Dr,Adult,Family Visit,1
1402,1,"Singh, Dr. Emma Ali",female,43.1,2,1,HFU4BUY,151.43,,S,Sweden,Student,4,0,G,Dr,Adult,Business,1
1403,3,"Martin, Dr. Raj David",female,33.6,1,1,G1T3ZMP,37.68,,S,England,Seamstress,3,0,Unknown,Dr,Adult,Family Visit,0
1404,3,"Patel, Dr. Ali Anna",male,23.5,0,0,OAYN8K3,25.25,,S,Finland,Nurse,1,1,Unknown,Dr,Adult,Family Visit,0
1405,3,"Johnson, Mr. Raj Emma",male,12.6,2,1,ZHZ9C2W,5.11,,S,Finland,Seamstress,4,0,Unknown,Mr,Child,Vacation,0
1406,3,"Murphy, Mr. Anna James",male,26.7,1,2,CO3JPHT,38.28,,C,USA,Engineer,4,0,Unknown,Mr,Adult,Immigration,0
1407,1,"Patel, Miss. Raj James",female,3.2,0,1,KFZJ896,96.21,B43,C,Sweden,Merchant,2,0,B,Miss,Child,Vacation,1
1408,3,"Patel, Dr. James Emma",female,8.1,0,1,CEZ3UG9,21.66,,C,USA,Teacher,2,0,Unknown,Dr,Child,Family Visit,1
1409,3,"Martin, Mr. Ali Ali",male,0.5,0,1,KU9B0G9,36.28,,S,Ireland,Student,2,0,Unknown,Mr,Child,Vacation,0
1410,2,"Murphy, Dr. Anna James",female,14.7,0,0,D2NY9NK,49.78,,S,Lebanon,Clerk,1,1,F,Dr,Teen,Business,1
1411,3,"Murphy, Dr. Ali James",male,45.5,1,2,COS8YFG,28.1,,Q,France,Seamstress,4,0,Unknown,Dr,Adult,Business,0
1412,3,"Khan, Mrs. Ali Raj",female,52.1,1,0,4YRXOFC,12.32,,S,India,Engineer,2,0,Unknown,Mrs,Adult,Business,0
1413,3,"Khan, Master. Raj Anna",male,51.5,3,2,NU2IKGG,13.74,,C,Germany,Clerk,6,0,Unknown,Master,Adult,Immigration,0
1414,1,"Singh, Miss. Mary Anna",female,40.7,0,2,BITS8Y1,124.06,,S,France,Nurse,3,0,E,Miss,Adult,Vacation,1
1415,3,"Patel, Miss. Mary Raj",female,18.7,0,1,AMVD0UW,15.33,,S,England,Teacher,2,0,Unknown,Miss,Teen,Family Visit,0
1416,3,"Garcia, Mrs. James Anna",female,32.0,3,1,1LSKJTF,33.01,,S,India,Teacher,5,0,Unknown,Mrs,Adult,Immigration,1
1417,2,"Khan, Dr. Mary Emma",female,23.5,1,0,P2I5EQE,42.19,,C,England,Labourer,2,0,C,Dr,Adult,Immigration,0
1418,3,"Smith, Dr. Mary David",male,50.5,2,0,M3HKH95,17.67,,S,Sweden,Seamstress,3,0,Unknown,Dr,Adult,Vacation,0
1419,3,"Murphy, Dr. Anna Anna",female,27.4,1,1,3CF84ZZ,32.16,,S,Finland,Clerk,3,0,Unknown,Dr,Adult,Vacation,0
1420,3,"Khan, Dr. James Emma",male,21.8,0,1,YDPFF53,10.57,,S,USA,Nurse,2,0,Unknown,Dr,Adult,Immigration,0
1421,3,"Patel, Master. Raj John",male,19.5,3,1,R0SRJ76,17.56,,S,Lebanon,Labourer,5,0,Unknown,Master,Teen,Family Visit,0
1422,3,"Singh, Miss. Anna James",female,13.1,0,0,MRKO3WS,18.95,,S,Ireland,Seamstress,1,1,Unknown,Miss,Teen,Family Visit,1
1423,2,"Martin, Dr. Raj Mary",female,22.6,3,0,Z04WT83,54.27,,C,Lebanon,Merchant,4,0,Unknown,Dr,Adult,Immigration,1
1424,3,"Patel, Mrs. Raj Emma",female,40.0,2,1,5NKC3SQ,27.54,,S,USA,Seamstress,4,0,Unknown,Mrs,Adult,Business,0
1425,1,"Khan, Miss. John John",female,43.6,2,2,SDWFRAS,69.21,,S,England,Student,5,0,C,Miss,Adult,Business,1
1426,2,"Martin, Mrs. Emma Anna",female,50.7,1,1,IFIADMY,65.72,,C,Lebanon,Merchant,3,0,E,Mrs,Adult,Business,1
1427,1,"Murphy, Mr. Raj Mary",male,24.9,1,2,KSQWIZO,72.26,G135,S,India,Student,4,0,G,Mr,Adult,Family Visit,0
1428,1,"Murphy, Miss. Ali Ali",female,14.7,0,0,QF1ZL10,65.68,F109,S,Ireland,Doctor,1,1,F,Miss,Teen,Immigration,1
1429,3,"Smith, Mr. Emma John",male,32.0,0,2,8UW9UF6,12.25,,Q,Ireland,Labourer,3,0,Unknown,Mr,Adult,Family Visit,0
1430,3,"Murphy, Master. John David",male,61.1,2,0,6OSGKF8,38.25,,S,Finland,Teacher,3,0,Unknown,Master,Senior,Business,1
1431,1,"Smith, Dr. Mary Anna",female,34.3,0,1,50JM8I5,85.77,B17,Q,Italy,Labourer,2,0,B,Dr,Adult,Family Visit,1
1432,3,"Martin, Miss. Raj James",female,23.2,1,1,R7W83D8,6.19,,C,Lebanon,Teacher,3,0,Unknown,Miss,Adult,Vacation,0
1433,3,"Brown, Master. Ali Anna",male,24.4,0,1,FB5RF4H,14.81,,Q,Ireland,Businessman,2,0,Unknown,Master,Adult,Vacation,1
1434,3,"Martin, Master. Mary Raj",male,48.4,3,2,SEA5QP0,36.42,,S,Italy,Merchant,6,0,Unknown,Master,Adult,Family Visit,1
1435,3,"Singh, Mrs. John Ali",female,17.1,2,1,PX91SV9,38.97,,S,England,Student,4,0,Unknown,Mrs,Teen,Vacation,1
1436,1,"Khan, Mrs. Emma Ali",female,20.8,0,1,46J6OC1,114.27,B97,S,Italy,Doctor,2,0,B,Mrs,Adult,Vacation,1
1437,3,"Martin, Miss. James John",female,30.0,2,0,ZO6YTM4,38.35,,S,Finland,Teacher,3,0,Unknown,Miss,Adult,Immigration,1
1438,2,"Smith, Dr. David Emma",female,1.1,3,0,S9EB8GG,65.06,,Q,Lebanon,Clerk,4,0,B,Dr,Child,Family Visit,0
1439,3,"Lee, Dr. Anna Emma",female,52.9,1,1,PLV7JN8,31.06,,S,Finland,Teacher,3,0,Unknown,Dr,Adult,Family Visit,0
1440,1,"Garcia, Master. Mary John",male,0.5,3,2,5CQBR8C,199.36,G131,Q,USA,Engineer,6,0,G,Master,Child,Vacation,0
1441,1,"Smith, Mrs. Ali David",female,32.7,3,0,30UBUCZ,107.55,,S,Lebanon,Seamstress,4,0,A,Mrs,Adult,Family Visit,1
1442,3,"Martin, Dr. Raj Raj",male,22.1,1,2,WRLDTBU,24.48,,Q,Ireland,Engineer,4,0,Unknown,Dr,Adult,Business,0
1443,2,"Johnson, Dr. James Mary",female,29.3,3,1,CBKJ47Q,50.64,,S,Italy,Seamstress,5,0,D,Dr,Adult,Family Visit,0
1444,3,"Lee, Dr. Anna Emma",female,31.9,0,0,L1D89U8,17.37,,S,Finland,Student,1,1,Unknown,Dr,Adult,Business,0
1445,1,"Khan, Miss. John Ali",female,31.0,2,2,VKARAIF,120.14,G97,S,Finland,Businessman,5,0,G,Miss,Adult,Vacation,1
1446,1,"Murphy, Mrs. Anna Emma",female,21.1,0,2,4C8R3RG,152.07,,C,Finland,Nurse,3,0,Unknown,Mrs,Adult,Immigration,1
1447,1,"Garcia, Dr. Raj John",male,53.3,2,2,34ZKG9A,110.07,,S,Germany,Labourer,5,0,Unknown,Dr,Adult,Immigration,0
1448,3,"Patel, Mrs. John Mary",female,21.6,2,2,16OBI9C,25.06,,S,Sweden,Nurse,5,0,Unknown,Mrs,Adult,Business,1
1449,3,"Khan, Dr. James Mary",female,40.7,2,1,DKQ8TP4,10.57,,S,Ireland,Labourer,4,0,Unknown,Dr,Adult,Vacation,1
1450,1,"Singh, Mr. James Emma",male,25.3,1,2,ASF4A1E,193.05,,S,Sweden,Nurse,4,0,C,Mr,Adult,Immigration,0
1451,3,"Smith, Mrs. John Ali",female,35.6,0,0,L01XHOM,35.04,,S,USA,Clerk,1,1,Unknown,Mrs,Adult,Business,0
1452,3,"Smith, Master. Emma Raj",male,36.6,0,0,7L8AFA6,33.97,,S,France,Nurse,1,1,Unknown,Master,Adult,Business,0
1453,3,"Khan, Miss. Ali David",female,34.3,1,2,5EZVQPW,25.72,,S,Lebanon,Engineer,4,0,Unknown,Miss,Adult,Business,1
1454,1,"Khan, Dr. Anna Mary",female,11.0,1,0,Y7LO40S,90.16,,C,Italy,Doctor,2,0,A,Dr,Child,Vacation,1
1455,2,"Smith, Master. Anna David",male,36.1,1,2,OFTEPPP,69.57,,S,Lebanon,Student,4,0,F,Master,Adult,Family Visit,0
1456,3,"Martin, Master. Emma James",male,15.6,0,2,OANGOLX,7.59,,S,Finland,Engineer,3,0,Unknown,Master,Teen,Vacation,1
1457,3,"Singh, Master. Emma David",male,19.3,3,1,VK7UIC4,15.8,,S,France,Doctor,5,0,Unknown,Master,Teen,Vacation,0
1458,1,"Lee, Miss. David Anna",female,28.4,0,2,HRCKGS4,55.22,,S,France,Labourer,3,0,Unknown,Miss,Adult,Immigration,1
1459,1,"Patel, Dr. David Emma",male,33.3,0,2,DH7H13J,72.6,C72,C,Ireland,Clerk,3,0,C,Dr,Adult,Business,1
1460,1,"Patel, Dr. David Emma",male,38.5,3,0,PJXWJGW,103.68,F103,C,Finland,Student,4,0,F,Dr,Adult,Immigration,0
1461,2,"Patel, Dr. Raj Raj",female,32.5,2,2,ZTM6SYD,21.74,F141,S,USA,Doctor,5,0,F,Dr,Adult,Family Visit,0
1462,3,"Johnson, Miss. Mary David",female,34.1,2,0,QJBVMFE,35.17,,S,France,Engineer,3,0,Unknown,Miss,Adult,Immigration,1
1463,3,"Murphy, Miss. Emma Emma",female,6.9,2,1,KAXGULW,39.74,,S,Lebanon,Seamstress,4,0,Unknown,Miss,Child,Immigration,1
1464,2,"Lee, Dr. Mary Ali",female,7.2,3,1,700KPJM,48.2,,S,India,Doctor,5,0,F,Dr,Child,Business,0
1465,1,"Singh, Mrs. Ali Emma",female,34.9,2,0,5BGM5UJ,163.08,G69,S,USA,Clerk,3,0,G,Mrs,Adult,Vacation,1
1466,3,"Garcia, Master. James David",male,51.4,2,0,BJOC36Q,19.53,,S,USA,Nurse,3,0,Unknown,Master,Adult,Immigration,1
1467,3,"Patel, Mrs. Emma Mary",female,45.4,0,1,27QCTT6,35.55,,S,England,Seamstress,2,0,Unknown,Mrs,Adult,Vacation,1
1468,3,"Garcia, Mr. Emma Mary",male,41.6,1,1,M0K5IR4,17.09,,S,Germany,Teacher,3,0,Unknown,Mr,Adult,Family Visit,0
1469,2,"Smith, Miss. John Mary",female,38.2,3,2,6VH0RFF,16.42,,S,India,Student,6,0,Unknown,Miss,Adult,Family Visit,1
